ENSG chr ENSGStart ENSGEnd O0 O20 O60 O2H O4H O24H N0 N20 N60 N2H N4H N24H
ENSG00000227704 chr6 169725504 169738992 26 27 22 26 11 38 91 53 111 37 61 33
ENSG00000227705 chr20 53196229 53208705 8 2 6 7 13 0 0 2 14 14 27 3
ENSG00000227730 chr9 5091093 5091604 0 0 0 2 6 26 1 5 7 3 26 16
ENSG00000227740 chr1 175904762 175920513 25 12 7 10 23 52 49 33 50 18 51 36
ENSG00000227741 chr1 160202199 160208869 76 39 17 22 25 22 125 79 113 45 45 13
ENSG00000227782 chr17 16040472 16041273 14 10 26 11 11 15 33 12 65 21 36 8
ENSG00000227836 chr5 96942299 96943184 25 8 13 11 2 13 33 29 44 14 14 6
ENSG00000227868 chr1 23010834 23015850 6 1 0 1 4 0 0 2 13 1 1 0
ENSG00000227877 chr10 59736692 59756041 1 1 1 2 1 2 5 2 3 0 2 2
ENSG00000227887 chr1 208697369 208697698 1 0 0 0 0 0 1 0 2 7 0 0
ENSG00000227888 chr8 12362019 12388296 4 0 0 12 0 8 0 0 6 2 2 4
ENSG00000227896 chr10 86521945 86525101 16 6 7 10 10 20 19 14 44 13 15 26
ENSG00000227906 chr20 10021978 10368776 31 6 3 3 2 2 7 5 4 0 6 0
ENSG00000227910 chr7 63924787 63926306 0 0 1 5 6 5 0 0 9 12 14 5
ENSG00000227939 chr6 31280317 31281519 34 7 2 3 7 8 7 4 9 9 5 7
ENSG00000227946 chr2 206084605 206086564 50 21 27 15 5 13 41 15 29 23 17 2
ENSG00000227953 chr1 246776013 246792385 0 2 4 1 1 37 4 11 19 10 11 32
ENSG00000227963 chr1 110286375 110339171 67 23 65 93 146 157 92 60 285 195 319 72
ENSG00000227964 chr20 51831797 51862912 2 5 6 3 1 1 9 4 0 0 1 0
ENSG00000228005 chr7 50141540 50142823 0 0 0 2 2 0 0 0 4 0 2 5
ENSG00000228008 chr3 49903845 49916937 6 2 2 5 0 20 0 3 6 2 2 16
ENSG00000228010 chr7 6663974 6708901 60 29 53 48 15 33 31 8 56 13 34 17
ENSG00000228022 chr6 30766825 30792250 12 5 10 20 22 33 2 1 21 13 54 44
ENSG00000228044 chr1 234646289 234683176 2 3 7 3 0 0 4 2 0 8 2 3
ENSG00000228053 chr9 110024881 110025358 7 0 0 0 0 3 1 2 0 3 2 3
ENSG00000228079 chr2 64086353 64088246 9 6 18 32 48 10 39 25 73 40 94 7
ENSG00000228109 chr3 196999460 197004744 4 11 5 5 0 9 6 6 10 6 2 18
ENSG00000228113 chr7 88219359 88304367 22 8 8 11 3 21 20 19 23 13 11 6
ENSG00000228124 chr6 89673469 89675783 7 5 24 13 12 7 6 6 37 15 13 0
ENSG00000228126 chr1 150515757 150518032 1 2 0 1 1 5 3 1 0 3 0 3
ENSG00000228139 chrX 120117642 120119700 9 1 0 1 0 0 0 2 4 4 0 2
ENSG00000228140 chr1 15402979 15409433 78 32 8 5 2 1 66 28 25 9 7 0
ENSG00000228150 chr1 9942923 9949974 5 3 1 1 2 16 4 0 14 1 11 1
ENSG00000228158 chrX 65408084 65408672 5 0 0 0 0 0 4 3 4 0 0 1
ENSG00000228162 chr2 234438328 234462127 70 28 29 38 4 5 46 43 84 42 25 2
ENSG00000228166 chr9 5094139 5095014 5 2 1 6 19 65 0 3 12 12 51 38
ENSG00000228172 chr1 25816749 25820797 107 20 28 9 9 20 39 53 68 27 37 24
ENSG00000228201 chr16 648473 649200 9 2 6 11 31 6 3 8 21 46 30 22
ENSG00000228205 chr3 184149704 184150435 31 0 2 4 0 10 6 0 3 11 7 8
ENSG00000228218 chr17 76225751 76226806 10 3 5 8 6 8 13 26 19 5 17 6
ENSG00000228221 chr3 177441921 177752305 15 6 5 8 1 4 3 6 7 4 8 0
ENSG00000228223 chr6 26523450 26526579 22 10 5 3 11 51 17 4 13 6 6 34
ENSG00000228224 chr8 101361794 101372707 4 1 0 0 3 2 1 2 4 2 3 0
ENSG00000228232 chrX 39787132 39788136 10 3 0 1 0 13 0 0 1 4 4 10
ENSG00000228252 chr3 130212823 130273806 4 20 1 7 0 0 6 17 29 9 13 3
ENSG00000228253 chrM 8366 8572 9958 1068 1107 1008 808 4425 2960 3401 4181 3773 3807 7878
ENSG00000228261 chr10 104323369 104327004 25 15 31 13 11 1 0 0 11 7 12 0
ENSG00000228265 chr20 33983052 33994357 77 37 37 55 45 46 53 47 82 72 76 56
ENSG00000228274 chr22 38667585 38681820 40 23 36 11 9 69 110 56 106 35 20 25
ENSG00000228309 chr1 185558372 185628527 62 7 4 2 0 0 56 26 15 3 3 0
ENSG00000228312 chr10 15093263 15093611 0 0 0 0 0 0 3 4 3 1 0 0
ENSG00000228315 chr22 23638487 23717356 121 103 125 138 133 195 304 212 419 267 258 128
ENSG00000228316 chrX 102798396 102799560 0 0 1 1 0 3 2 3 5 4 2 7
ENSG00000228322 chr9 4299390 4306046 0 0 3 0 6 0 0 1 0 1 8 0
ENSG00000228323 chr19 53854581 53869107 201 58 120 66 29 17 125 105 254 157 73 19
ENSG00000228327 chr1 725885 778626 76 28 27 26 42 61 64 75 110 73 88 48
ENSG00000228335 chr7 99442890 99443496 2 1 3 0 0 3 1 2 7 1 3 2
ENSG00000228340 chr20 60087840 60527458 372 270 222 167 177 2025 388 298 402 132 306 820
ENSG00000228382 chr1 226656640 226675067 81 42 129 80 32 9 201 133 375 135 78 10
ENSG00000228393 chr7 104950315 105013044 939 511 1418 1480 1288 1027 1740 1214 6063 2409 2755 769
ENSG00000228397 chr1 22023990 22026048 87 12 34 12 4 4 52 22 38 22 13 0
ENSG00000228399 chr1 101256274 101256616 9 5 2 0 1 3 13 8 10 1 2 0
ENSG00000228412 chr6 19324988 19839080 5 6 4 4 4 5 12 6 5 1 1 0
ENSG00000228414 chr2 60825132 60881314 40 20 29 24 17 7 27 18 108 72 57 6
ENSG00000228415 chr6 30633632 30633956 0 0 2 6 2 5 3 4 9 3 3 5
ENSG00000228417 chr10 110207850 110208591 16 2 2 0 0 0 4 3 13 5 0 0
ENSG00000228423 chr1 8805860 8807051 0 4 6 6 8 16 5 4 7 6 4 3
ENSG00000228439 chr6 99520693 99531918 50 20 7 16 3 87 38 30 49 7 5 49
ENSG00000228444 chr13 75631271 75632135 1 0 1 4 7 5 4 2 1 5 13 0
ENSG00000228463 chr1 257864 297502 22 5 15 4 5 25 6 3 20 14 4 6
ENSG00000228486 chr2 97664217 97703064 114 59 69 364 536 155 219 179 342 330 1051 175
ENSG00000228506 chr6 99424922 99431373 223 109 97 79 79 115 254 228 356 166 140 136
ENSG00000228507 chr2 171491422 171491931 2 0 0 0 3 0 0 3 7 4 2 2
ENSG00000228510 chr9 128444587 128446628 1 1 0 0 0 0 4 2 7 0 0 0
ENSG00000228522 chr9 63330326 63343660 2 1 0 0 0 0 3 1 2 1 3 1
ENSG00000228540 chr7 110724159 110725825 5 8 3 1 0 7 10 5 3 2 5 1
ENSG00000228549 chr1 16870945 16874092 15 0 4 4 0 16 2 4 5 2 8 12
ENSG00000228589 chr1 28095742 28096422 2 1 1 4 1 11 2 2 1 7 4 3
ENSG00000228594 chr1 1598012 1600096 13 6 3 3 5 10 6 3 6 11 8 45
ENSG00000228596 chr7 44785050 44787340 2 6 1 0 0 0 8 11 4 3 0 2
ENSG00000228606 chr1 160261744 160262778 66 35 43 35 19 9 71 56 83 25 28 13
ENSG00000228614 chr6 53790875 53794274 0 0 0 0 0 1 1 4 6 0 0 2
ENSG00000228623 chr9 112997120 113050043 26 19 24 28 17 77 39 38 77 56 44 47
ENSG00000228629 chr19 36528318 36535235 22 8 14 11 26 36 14 7 52 15 26 27
ENSG00000228638 chr3 48290793 48291375 14 1 4 13 10 57 13 7 20 27 27 75
ENSG00000228649 chr7 22854178 22861579 165 82 47 86 184 1011 203 124 266 167 573 1135
ENSG00000228661 chr11 3854318 3855509 25 1 8 2 3 6 5 1 8 7 9 0
ENSG00000228663 chr20 50913731 50914411 8 1 5 3 1 0 19 9 3 3 3 0
ENSG00000228679 chr6 83983728 84007323 11 1 3 3 8 63 12 5 25 8 17 18
ENSG00000228696 chr17 46274784 46361797 211 131 104 75 77 78 187 149 245 157 249 112
ENSG00000228697 chr1 168400829 168495685 3 0 1 1 3 1 1 2 2 4 2 0
ENSG00000228702 chr10 45725694 45726038 3 0 0 0 1 1 7 3 4 2 2 0
ENSG00000228705 chr20 62774128 62775412 3 1 0 1 0 2 9 11 7 2 0 1
ENSG00000228716 chr5 80626228 80654983 559 207 162 163 175 1177 276 281 529 421 426 1424
ENSG00000228719 chr22 36445395 36454944 36 22 18 36 21 10 19 23 98 62 53 9
ENSG00000228775 chr7 141704338 141738346 48 30 31 29 17 42 56 29 148 60 36 9
ENSG00000228779 chr16 125737 127219 3 2 2 0 0 0 14 7 1 2 0 0
ENSG00000228782 chr17 47450568 47492492 117 37 49 97 139 534 152 145 238 200 367 350
ENSG00000228797 chr13 18697003 18697507 0 0 0 0 0 3 0 0 2 0 5 3
ENSG00000228808 chr13 99372173 99372686 10 9 18 18 7 13 37 19 47 20 24 8
ENSG00000228817 chr21 29370497 29373709 16 9 25 64 118 109 19 20 94 115 196 49
ENSG00000228830 chr1 234607008 234609483 913 288 405 168 81 22 32 35 63 14 66 2
ENSG00000228873 chr2 96145602 96147012 40 13 8 8 7 6 49 28 34 26 25 5
ENSG00000228877 chr9 134527182 134545244 1 2 0 0 0 0 4 2 3 2 0 0
ENSG00000228878 chr7 35751856 35800616 109 27 19 43 28 40 89 54 110 85 50 37
ENSG00000228889 chr13 99196377 99200710 96 31 25 26 42 39 57 46 73 52 99 70
ENSG00000228929 chr1 52772194 52772648 39 5 5 4 7 16 21 4 23 12 25 19
ENSG00000228939 chr1 243793205 243794400 15 18 42 59 21 9 36 29 122 60 47 11
ENSG00000228956 chr3 18445024 18920401 2011 862 798 877 1200 1917 1855 1369 2966 1846 2706 1420
ENSG00000228980 chr3 109409990 109495167 3 0 1 0 1 1 0 0 3 5 2 0
ENSG00000228981 chr4 143349275 143350117 40 9 8 11 11 17 15 13 20 12 16 22
ENSG00000229017 chr6 142966421 143038077 8 4 6 11 13 0 21 23 25 15 9 3
ENSG00000229023 chr2 190992639 190993567 6 8 6 13 28 40 29 22 30 19 125 34
ENSG00000229043 chr7 1160374 1165267 103 39 17 18 8 65 87 38 85 39 38 60
ENSG00000229054 chr7 33036212 33036382 9 13 8 6 11 3 21 18 30 7 14 2
ENSG00000229083 chrX 12825840 12826833 0 0 1 0 0 2 0 5 4 5 3 2
ENSG00000229087 chr2 15397435 15397782 1 1 2 2 2 5 5 3 2 2 5 1
ENSG00000229102 chr3 179101366 179147973 52 21 14 9 6 0 44 37 49 11 16 2
ENSG00000229117 chr12 56116586 56117943 22967 5433 5581 6188 6392 11274 10949 11030 13476 11888 10428 11114
ENSG00000229124 chr10 17214239 17229985 1134 387 942 1103 726 66 527 391 2433 1169 1027 90
ENSG00000229132 chrX 92113246 92114461 5 1 1 5 3 2 1 1 0 3 8 8
ENSG00000229140 chr8 129351691 129680239 1 0 6 3 2 1 1 4 1 0 3 3
ENSG00000229152 chr13 110894639 110899172 35 24 10 20 17 112 100 40 100 46 81 105
ENSG00000229180 chr7 66526088 66542624 115 43 184 357 469 382 145 148 596 465 734 295
ENSG00000229195 chr2 165794857 165846091 29 30 22 75 33 53 75 34 109 99 137 42
ENSG00000229204 chr4 169791221 169791702 2 0 0 1 1 8 1 1 3 4 4 10
ENSG00000229212 chr15 85205440 85234795 8 8 12 1 3 10 5 6 6 5 6 15
ENSG00000229239 chr1 23670294 23680259 2 8 8 0 2 0 33 24 16 4 4 0
ENSG00000229241 chr3 3981981 3984295 8 2 3 1 0 9 12 10 9 3 1 1
ENSG00000229276 chr6 111360641 111361607 1 1 4 2 5 9 1 0 20 11 6 1
ENSG00000229278 chr10 99651989 99653905 2 0 2 0 0 4 2 0 2 1 0 6
ENSG00000229299 chr20 63744689 63745958 17 16 3 3 7 8 45 27 21 15 8 4
ENSG00000229313 chr6 25041839 25056664 15 2 10 20 11 0 2 4 19 11 7 1
ENSG00000229321 chr2 206866795 206868289 6 4 2 2 2 7 6 0 9 7 16 6
ENSG00000229325 chr3 195280723 195282741 3 3 4 4 1 11 16 6 16 11 10 6
ENSG00000229327 chr10 32347397 32374488 102 73 128 67 15 8 45 30 55 12 38 6
ENSG00000229330 chr17 66676372 66677404 11 5 2 2 19 19 11 8 13 4 36 15
ENSG00000229348 chr1 43453927 43456995 9 4 6 7 1 12 16 22 37 10 13 8
ENSG00000229368 chr11 3854612 3855399 38 14 15 8 7 10 27 19 38 18 20 4
ENSG00000229372 chr1 43447776 43448644 4 0 0 2 0 2 2 0 5 0 0 5
ENSG00000229419 chr9 105520128 105526359 62 14 16 30 31 31 38 28 55 31 83 63
ENSG00000229422 chr9 62837748 62838372 3 0 1 1 1 1 4 0 8 5 1 2
ENSG00000229425 chr21 15370500 15627342 9 3 5 8 5 5 14 12 4 4 19 5
ENSG00000229447 chr1 31263245 31263681 12 11 5 10 7 13 36 23 41 11 27 5
ENSG00000229459 chr7 46261064 46294469 0 0 1 0 0 0 4 4 0 2 0 2
ENSG00000229473 chr13 40992779 40993331 56 35 63 50 34 23 111 60 108 66 57 16
ENSG00000229484 chr1 12527724 12528420 7 8 0 0 1 0 0 2 12 0 2 1
ENSG00000229497 chr7 43767290 43767599 6 1 0 0 0 0 2 7 5 1 4 2
ENSG00000229521 chr13 77080511 77081190 2 0 1 7 11 20 4 2 13 8 26 17
ENSG00000229539 chr20 3888239 3888868 16 2 14 6 4 16 10 5 40 8 7 15
ENSG00000229582 chr9 125743754 125746552 0 2 0 0 0 3 7 2 1 1 0 0
ENSG00000229587 chr9 75009828 75016036 13 10 4 11 8 26 30 28 29 11 26 28
ENSG00000229591 chr7 152120001 152121717 18 12 11 21 15 47 55 38 77 25 38 17
ENSG00000229611 chr9 6704471 6707780 5 2 1 5 1 7 9 2 4 6 1 1
ENSG00000229618 chr7 13101391 13704149 4 5 4 2 0 2 4 4 10 3 3 2
ENSG00000229619 chr3 152262616 152269555 417 152 251 227 120 50 269 236 575 339 196 43
ENSG00000229622 chr13 95692538 95693972 53 42 24 13 8 16 65 66 50 21 28 12
ENSG00000229638 chr3 185417495 185418778 94 13 3 8 7 16 13 17 17 16 15 21
ENSG00000229656 chr10 32958845 33082102 128 32 36 38 20 13 90 46 117 65 41 13
ENSG00000229666 chr5 67001383 67003953 5 0 6 11 15 5 0 2 24 12 13 2
ENSG00000229668 chr10 114501997 114502347 40 41 20 11 11 6 98 64 107 21 19 2
ENSG00000229677 chr7 139049456 139050006 37 28 84 56 44 25 98 107 207 133 125 22
ENSG00000229715 chr13 31846841 31953472 109 60 100 145 84 75 108 90 285 151 134 26
ENSG00000229719 chr11 64889560 64893449 10 18 6 4 2 3 30 18 12 6 7 8
ENSG00000229721 chr5 180226378 180227000 4 1 2 1 1 2 6 3 7 1 3 0
ENSG00000229727 chr2 7421261 7450254 13 5 11 8 19 116 39 20 33 15 32 65
ENSG00000229739 chr1 186435161 186470291 16 6 22 27 38 94 34 37 159 59 124 40
ENSG00000229807 chrX 73820651 73852753 26019 13691 13801 13251 12877 21957 14993 13217 21464 4509 8618 5812
ENSG00000229808 chr1 161890833 161892196 25 13 40 77 99 30 26 26 75 44 62 20
ENSG00000229816 chr2 32201600 32203999 5 5 13 13 19 31 13 16 58 33 37 27
ENSG00000229820 chr1 28453541 28453934 3 0 0 0 3 5 0 4 4 3 6 1
ENSG00000229832 chr1 212357418 212358353 21 6 7 2 1 5 25 18 32 4 11 0
ENSG00000229848 chr17 81514047 81527776 4 14 41 39 45 58 25 15 215 147 79 44
ENSG00000229852 chr6 73263215 73301401 73 31 34 21 24 839 73 66 99 87 99 520
ENSG00000229862 chr6 73523618 73570596 75 21 22 53 25 50 38 21 111 102 140 47
ENSG00000229867 chr2 119244422 119249071 1 1 0 0 1 5 0 3 2 0 0 5
ENSG00000229873 chr20 62800627 62805587 11 5 13 11 16 10 1 1 8 6 5 2
ENSG00000229922 chr6 137945366 137972522 3 0 1 1 3 8 5 1 4 3 8 3
ENSG00000229931 chr6 16761138 16762652 137 75 64 88 65 20 116 74 189 88 134 18
ENSG00000229932 chr10 23136924 23137661 9 2 2 9 1 5 7 5 14 19 11 10
ENSG00000229944 chr17 49424269 49424922 2 2 2 2 2 15 9 1 4 5 8 23
ENSG00000229947 chr17 81513063 81513184 1 0 3 0 2 1 0 0 6 6 7 1
ENSG00000229951 chr2 28384409 28394672 196 91 162 171 141 32 23 32 160 112 143 9
ENSG00000229953 chr1 156646507 156661424 0 0 2 0 1 46 0 0 0 0 0 30
ENSG00000229954 chrX 102786813 102788387 1 5 4 2 2 7 4 1 12 1 9 6
ENSG00000229956 chr1 71081324 71489976 25 11 6 7 17 230 23 15 27 25 32 116
ENSG00000229960 chr1 244068820 244093026 15 2 0 1 2 1 4 2 5 2 2 0
ENSG00000229976 chr20 39785721 39813229 8 3 5 29 23 18 1 7 10 12 40 7
ENSG00000229980 chr17 50866679 50909737 84 22 24 5 7 10 74 35 54 23 15 3
ENSG00000229983 chr1 212168207 212190259 0 0 0 1 0 58 1 1 4 0 0 23
ENSG00000229994 chr1 35350722 35351607 10 0 1 9 8 9 4 3 6 5 9 6
ENSG00000229996 chr2 241010045 241010744 0 2 0 0 0 0 2 7 3 0 0 0
ENSG00000230002 chr2 73456764 73459484 35 15 17 33 16 37 52 31 112 46 58 37
ENSG00000230006 chr2 88765807 88806612 1016 348 251 234 202 127 828 628 674 657 494 78
ENSG00000230063 chr1 212297448 212299579 32 23 24 11 9 12 67 32 59 13 9 3
ENSG00000230067 chr3 36767117 36784167 3 2 0 0 0 0 8 4 5 0 6 1
ENSG00000230069 chr4 102727274 102730721 49 29 26 14 13 12 42 30 61 23 6 8
ENSG00000230071 chr22 40586700 40588003 19 22 32 39 31 25 42 35 82 31 44 20
ENSG00000230074 chr9 34665665 34681298 131 57 179 115 69 27 134 116 430 192 127 9
ENSG00000230081 chr9 112280978 112281335 5 5 5 3 4 2 17 4 14 2 6 1
ENSG00000230091 chr10 80046860 80078912 20 13 17 24 22 19 80 67 91 24 63 39
ENSG00000230099 chr7 142462916 142463581 70 15 17 27 29 50 44 27 44 43 97 87
ENSG00000230107 chr22 42438023 42446195 10 1 4 4 3 6 8 7 7 0 5 7
ENSG00000230124 chr1 180269653 180502954 1728 953 887 1178 2442 3885 2875 2095 3808 1900 6376 3435
ENSG00000230131 chr10 123356450 123517708 22 13 14 4 0 85 22 13 15 5 10 30
ENSG00000230148 chr17 48543551 48551250 97 27 60 35 26 46 183 130 195 63 59 47
ENSG00000230149 chr22 38734730 38738990 62 30 36 32 34 17 27 16 76 27 59 18
ENSG00000230155 chr20 35476203 35490982 284 118 131 75 84 373 465 345 512 164 208 273
ENSG00000230160 chr7 44919669 44920329 0 0 0 0 0 0 1 5 11 2 2 0
ENSG00000230162 chrX 135942478 135947139 6 2 4 3 0 5 15 11 5 3 7 6
ENSG00000230177 chr6 111277932 111278742 6 5 7 8 21 53 16 7 60 34 44 31
ENSG00000230180 chrX 16803233 16803353 3 15 5 5 8 2 21 6 13 2 15 1
ENSG00000230183 chr15 56005715 56007176 13 4 0 10 15 0 1 12 16 14 20 1
ENSG00000230184 chr1 246321663 246322438 4 5 1 0 4 14 6 0 4 1 9 13
ENSG00000230189 chr7 66409143 66490059 137 71 129 161 100 218 176 151 461 246 259 131
ENSG00000230207 chr9 7477045 7478320 54 17 13 10 16 51 50 72 78 65 47 85
ENSG00000230266 chr3 195147871 195152790 2 3 3 3 1 7 5 3 4 6 14 2
ENSG00000230286 chr2 26950308 27009807 2 1 11 5 0 1 3 3 3 0 0 1
ENSG00000230295 chr7 66880708 66882981 17 10 16 18 18 24 33 20 68 25 18 14
ENSG00000230306 chr10 133344643 133344906 2 1 1 2 1 3 4 0 1 3 2 1
ENSG00000230312 chrX 103928099 103929017 2 5 4 3 2 21 8 9 1 2 13 7
ENSG00000230317 chrX 51095844 51171400 41 23 13 7 10 16 98 58 80 40 35 5
ENSG00000230320 chrX 102705784 102706240 5 3 1 0 0 0 9 12 6 1 3 2
ENSG00000230325 chr1 236540094 236550280 4 1 4 5 10 12 10 8 17 21 45 15
ENSG00000230333 chr7 11180902 11520175 15 11 8 13 17 54 17 8 20 15 51 26
ENSG00000230342 chr3 11859674 11891172 5 2 0 0 1 1 4 5 8 1 3 5
ENSG00000230358 chr7 67279778 67286230 2 3 3 1 0 0 2 6 0 0 2 0
ENSG00000230366 chr21 37208503 37221736 6 6 4 13 11 30 7 15 10 17 42 16
ENSG00000230383 chr7 137721985 137722846 10 0 0 1 1 2 1 1 5 3 6 6
ENSG00000230408 chr2 200780495 200812170 16 2 8 16 9 12 5 5 16 17 30 12
ENSG00000230438 chr6 2854657 2881407 275 141 177 216 156 35 380 262 718 235 260 16
ENSG00000230445 chr10 27246350 27259455 16 0 2 5 3 17 3 1 8 0 0 5
ENSG00000230448 chr2 13710531 14400963 2 1 2 8 3 3 0 3 8 2 1 0
ENSG00000230457 chr3 156809551 156810732 4 1 1 6 17 28 8 5 39 10 19 18
ENSG00000230489 chr1 107964443 107994607 30 12 41 64 35 15 25 25 138 75 97 13
ENSG00000230490 chr13 33355206 33676768 90 35 37 48 38 335 69 41 142 85 89 74
ENSG00000230499 chr2 111195963 111206494 1 2 0 1 2 7 3 0 8 3 5 2
ENSG00000230513 chr22 21001886 21010342 88 17 42 44 69 52 31 48 119 78 52 39
ENSG00000230521 chr6 29887294 29888268 90 33 48 40 20 12 21 13 22 11 12 0
ENSG00000230533 chr6 137673378 137763984 127 22 25 8 0 21 40 34 89 21 6 4
ENSG00000230534 chr10 35098006 35127020 120 52 41 60 41 42 98 46 226 88 83 40
ENSG00000230536 chr9 128090969 128094457 8 4 2 2 1 0 0 8 2 2 0 0
ENSG00000230561 chr5 127703389 127941634 16 11 2 4 1 0 7 9 19 3 9 0
ENSG00000230565 chr10 43645942 43648019 3 1 0 0 0 0 3 2 0 0 6 0
ENSG00000230581 chr9 6834456 6835577 19 5 32 47 42 18 25 14 62 32 57 13
ENSG00000230583 chr7 66809993 66844826 37 21 16 15 13 6 44 38 56 24 13 11
ENSG00000230590 chrX 73963955 74293574 2273 1601 2113 2597 2262 4994 4671 3387 8065 3810 5338 2624
ENSG00000230606 chr2 97416165 97433527 7 3 3 13 9 6 60 68 88 29 37 17
ENSG00000230615 chr1 44030443 44115913 2 1 0 7 24 10 0 1 8 12 40 15
ENSG00000230623 chr1 200333193 200478293 84 19 47 28 8 7 6 2 3 1 3 5
ENSG00000230629 chrX 70962964 70963293 58 11 8 7 9 19 7 10 6 7 4 12
ENSG00000230641 chr13 27172259 27182998 8 1 4 6 8 2 5 3 15 19 6 2
ENSG00000230647 chr17 14374139 14421026 6 4 6 7 7 28 0 5 14 1 4 6
ENSG00000230649 chr7 136025761 136084668 121 49 77 91 58 30 84 94 228 112 143 13
ENSG00000230658 chr7 23101228 23105703 12 5 4 7 6 31 12 7 6 14 7 31
ENSG00000230666 chr19 44537058 44620821 4 0 5 4 2 1 6 1 2 6 5 2
ENSG00000230673 chrX 74583088 74583546 72 42 44 17 16 9 128 95 126 35 26 6
ENSG00000230701 chr22 23262767 23265005 73 40 41 44 36 25 70 72 120 71 42 26
ENSG00000230715 chr7 128652841 128653243 118 69 82 81 81 49 170 175 273 149 114 52
ENSG00000230724 chr11 127204 139612 83 50 58 54 30 20 61 72 62 39 33 28
ENSG00000230725 chr20 25140789 25149258 0 0 0 4 4 2 3 1 5 4 3 3
ENSG00000230739 chr1 162824795 162849467 1 6 0 1 6 2 11 3 7 3 0 0
ENSG00000230747 chr2 96307263 96321731 62 36 56 19 17 33 122 122 222 65 35 38
ENSG00000230751 chr7 30140870 30141417 21 18 21 9 4 7 30 26 41 7 11 2
ENSG00000230769 chr22 40788777 40789267 0 1 4 4 7 21 2 2 6 12 18 6
ENSG00000230790 chr2 11740997 11745301 2 3 2 2 2 0 1 7 6 1 4 1
ENSG00000230795 chr6 29926459 29929232 88 28 34 32 47 39 183 110 226 173 288 161
ENSG00000230825 chr7 7255154 7277779 15 14 17 19 27 60 77 24 123 63 74 32
ENSG00000230847 chr5 71074225 71093193 10 9 3 5 0 5 16 2 8 4 4 2
ENSG00000230869 chr10 45678692 45700532 1 2 1 1 1 4 3 6 5 2 4 5
ENSG00000230876 chr2 32825443 32926693 3 1 0 5 10 54 8 3 15 11 48 29
ENSG00000230896 chr1 45694684 45697075 5 0 1 3 2 14 2 5 4 4 4 11
ENSG00000230897 chr17 14705076 14705534 25 1 0 1 0 2 1 3 3 5 0 2
ENSG00000230918 chr2 162073256 162075169 5 4 4 4 12 7 3 3 16 9 28 0
ENSG00000230943 chr6 113623535 113650074 21 11 3 3 2 4 2 1 1 1 4 1
ENSG00000230947 chr22 24598054 24599398 0 0 0 0 0 1 2 2 11 4 1 1
ENSG00000230955 chr1 37860697 37861580 3 1 1 8 15 1 0 0 1 12 5 1
ENSG00000230965 chr21 13905960 13906488 2 2 1 1 0 0 5 2 4 0 1 0
ENSG00000230989 chr16 83807843 83819737 327 65 100 125 155 1219 267 218 458 439 408 1215
ENSG00000231007 chr9 87011652 87013151 0 0 0 0 0 0 0 1 0 0 0 10
ENSG00000231010 chr22 46055740 46058160 4 3 4 1 2 0 5 6 2 0 2 0
ENSG00000231043 chr2 58460292 58462032 27 6 10 12 7 12 18 9 14 19 11 14
ENSG00000231046 chr6 111227747 111259034 3 4 2 1 2 0 7 0 1 0 2 0
ENSG00000231057 chr1 211675762 211690103 1 1 1 0 0 1 5 3 1 1 1 0
ENSG00000231073 chr1 150973123 150975534 16 7 10 6 6 11 5 2 2 0 2 4
ENSG00000231079 chr2 148866470 148888823 28 18 21 11 2 4 15 4 16 4 5 7
ENSG00000231125 chr21 29058073 29060095 8 10 5 10 14 26 20 15 31 18 57 19
ENSG00000231130 chr6 29896654 29897786 1 0 0 0 0 0 7 12 11 0 4 0
ENSG00000231154 chrX 103687284 103691772 15 20 17 5 10 28 33 26 73 32 23 37
ENSG00000231167 chr7 105582258 105583256 18 2 0 2 5 24 11 12 14 3 12 25
ENSG00000231181 chr1 9576427 9576985 5 3 6 7 25 14 18 15 29 25 36 17
ENSG00000231185 chr5 142325293 142672001 34 21 28 93 125 56 31 6 98 142 398 119
ENSG00000231196 chr1 148290889 148297271 2 1 0 0 0 2 5 5 3 0 1 1
ENSG00000231305 chr3 128861313 128871540 5 3 3 7 1 13 6 2 10 4 10 17
ENSG00000231307 chr20 38537758 38538458 16 16 12 14 17 25 38 25 49 23 20 10
ENSG00000231332 chr6 73369704 73387717 6 0 1 1 0 1 3 2 4 0 0 1
ENSG00000231333 chr1 200863808 200864152 4 0 0 1 3 1 2 1 4 2 4 0
ENSG00000231344 chr1 27739091 27739439 5 8 7 2 1 1 14 18 11 1 3 2
ENSG00000231345 chr10 50655967 50660472 6 3 1 0 0 0 3 3 1 2 2 0
ENSG00000231346 chr1 111599655 111608723 4 2 1 9 36 29 6 11 11 10 41 36
ENSG00000231365 chr1 119140396 119275973 374 174 406 750 1041 2446 552 392 1607 1134 1803 1300
ENSG00000231367 chr2 38406719 38515740 6 3 4 6 2 3 7 1 8 4 2 1
ENSG00000231416 chr1 153995632 153995960 9 0 1 2 10 16 10 9 7 9 8 5
ENSG00000231465 chr9 122471358 122475817 2 0 0 0 0 0 0 0 2 1 7 4
ENSG00000231466 chr22 25349543 25350322 0 1 1 1 7 28 7 5 8 5 13 15
ENSG00000231467 chr22 37080068 37082847 13 9 31 26 28 0 3 15 56 40 31 2
ENSG00000231485 chr1 65066627 65067737 16 13 16 14 5 6 19 15 32 19 6 2
ENSG00000231507 chr1 203287152 203288801 33 20 64 77 58 3 30 36 204 169 109 26
